name,email,product,balance_due,country,add_card
Paul Leon,paul.leon@gmail.com,silver,299.88,US,yes
Ester Royo,ester.royo@outlook.com,bronze,119.88,AR,yes
Gabriella Scott,gabriella.scott@icloud.com,bronze,119.88,AU,yes
David Brown,david.brown@yahoo.com,bronze,119.88,GB,yes
Tom Danielsen,tom.danielsen@icloud.com,gold,479.88,NO,yes
Caitlin James,cjames1643@outlook.com,silver,299.88,US,no
Raúl Contreras,rcontreras1719@hotmail.com,bronze,119.88,MX,yes
Nina Ioppi,nina.ioppi@gmail.com,bronze,119.88,IT,no
María Luisa Salmerón,msalmeron7730@hotmail.com,bronze,119.88,ES,yes
Filippa Magnani,shadowfox1562@outlook.com,gold,479.88,IT,yes
Kevin Coutts,kevin.coutts@gmail.com,bronze,119.88,NZ,yes
Phileine Moensendijk,pmoensendijk182@icloud.com,silver,299.88,NL,no
Berit Antonsen,bantonsen3200@icloud.com,bronze,119.88,NO,yes
Ciarrai Gill,cgill8129@outlook.com,gold,479.88,IE,yes
Marianne Bergström,mbergstrom6253@outlook.com,bronze,119.88,SE,yes
Matilde Mateos,matilde.mateos@outlook.com,bronze,119.88,ES,no
Leandro da Mata,ldamata6486@icloud.com,silver,299.88,BR,yes
Sean Mcbride,sean.mcbride@icloud.com,silver,299.88,US,yes
Bryony McQuillen,bmcquillen1655@outlook.com,bronze,119.88,IE,yes
Bibiana Yáñez,byanez1285@hotmail.com,silver,299.88,AR,yes
Wesley Slagmolen,wesley.slagmolen@icloud.com,bronze,119.88,NL,yes
Jan Persson,jpersson173@icloud.com,bronze,119.88,SE,yes
Karen Galvan,kgalvan4766@yahoo.com,bronze,119.88,AU,yes
Britta Lundström,britta.lundstrom@hotmail.com,bronze,119.88,SE,yes
Stacy Nelson,snelson5530@icloud.com,bronze,119.88,US,no
Katherine Green,katherine.green@icloud.com,bronze,119.88,GB,no
Roberta McGerr,rmcgerr3797@yahoo.com,bronze,119.88,IE,yes
Russell Keeley,russell.keeley@hotmail.com,bronze,119.88,IE,yes
Ashley Ginnitty,ashley.ginnitty@outlook.com,bronze,119.88,IE,no
Jacqueline Francis,jfrancis9698@hotmail.com,gold,479.88,NZ,yes
Mackenzie Shaw,mackenzie.shaw@yahoo.com,bronze,119.88,CA,no
Caitriona Goff,shadowfox4797@hotmail.com,gold,479.88,IE,yes
John Eliassen,john.eliassen@yahoo.com,gold,479.88,NO,yes
Kristin Kristiansen,kristin.kristiansen@yahoo.com,silver,299.88,NO,no
Ruby Hume,ruby.hume@outlook.com,bronze,119.88,NZ,no
Brett Lloyd,blloyd7366@icloud.com,bronze,109.89,GB,yes
Jeffrey Ferguson,jferguson5021@hotmail.com,bronze,109.89,CA,no
Ciriaco Estrada,cestrada6543@outlook.com,silver,274.89,ES,yes
Michelle Nolan,shadowfox6795@hotmail.com,bronze,109.89,US,yes
Luc Caron,luc.caron@gmail.com,silver,274.89,FR,yes
Luiz Gustavo Cardoso,luizgustavo.cardoso@yahoo.com,bronze,109.89,BR,yes
Luigi Letta,shadowfox7803@yahoo.com,silver,274.89,IT,yes
Gonzalo Escobedo,gonzalo.escobedo@gmail.com,gold,439.89,MX,no
Jo Baldwin,jbaldwin2079@yahoo.com,bronze,109.89,US,yes
Giorgia Pagnotto,nightfalcon434@hotmail.com,bronze,109.89,IT,yes
Katarina Linder,katarina.linder@hotmail.com,bronze,109.89,SE,yes
Noud Bouhuizen,nbouhuizen3612@outlook.com,bronze,109.89,NL,yes
Matilde Guzmán,matilde.guzman@yahoo.com,bronze,109.89,ES,no
Naomi Lalor,nlalor5819@yahoo.com,bronze,109.89,IE,no
Henrik Jenssen,henrik.jenssen@hotmail.com,bronze,109.89,NO,yes
Brandon Johnson,brandon.johnson@yahoo.com,silver,274.89,CA,yes
Karl Mistry,bluetiger6160@gmail.com,bronze,109.89,GB,yes
Lidija Naser,zetaone6057@yahoo.com,bronze,109.89,DE,no
Hans-Georg Möchlichen,hansgeorg.mochlichen@gmail.com,bronze,109.89,DE,yes
Veronica Wood,veronica.wood@hotmail.com,bronze,109.89,CA,yes
Roseanna McGarvey,rmcgarvey3724@outlook.com,bronze,109.89,IE,yes
Judith Johnson,shadowfox1486@yahoo.com,bronze,109.89,GB,yes
Flavia Modiano,flavia.modiano@yahoo.com,bronze,109.89,IT,yes
Eva Mathisen,eva.mathisen@yahoo.com,bronze,109.89,NO,yes
Liliana Bonaventura,lbonaventura9685@icloud.com,bronze,109.89,IT,yes
Jort van Munster,jvanmunster6184@yahoo.com,gold,439.89,NL,no
Torill Jensen,tjensen2832@gmail.com,bronze,109.89,NO,yes
Lois Heijmen,shadowfox5072@gmail.com,silver,274.89,NL,no
Bailey Deehan,bdeehan20@outlook.com,silver,274.89,IE,yes
Perla Ornelas,perla.ornelas@gmail.com,bronze,109.89,MX,yes
Jeremy Jennings,jeremy.jennings@yahoo.com,bronze,109.89,US,yes
Cornelia Vertooren,cvertooren7464@gmail.com,bronze,109.89,NL,yes
Ellie Ferguson,ellie.ferguson@icloud.com,silver,274.89,GB,yes
Hans Jansson,hans.jansson@hotmail.com,bronze,109.89,SE,yes
Scott Randall,srandall4579@icloud.com,bronze,109.89,AU,yes
Reynaldo Burgos,reynaldo.burgos@outlook.com,silver,274.89,AR,yes
Marthe Lagarde,marthe.lagarde@yahoo.com,bronze,109.89,FR,yes
Joseph Smith,joseph.smith@outlook.com,bronze,109.89,CA,no
Robert Hart,robert.hart@outlook.com,bronze,109.89,CA,yes
Jane Dickinson,jane.dickinson@gmail.com,bronze,109.89,GB,no
Jamie Martinez,jamie.martinez@hotmail.com,silver,274.89,AU,yes
Levi den Teuling,ldenteuling4197@icloud.com,bronze,109.89,NL,yes
Maria Andersson,mandersson2559@yahoo.com,gold,439.89,SE,yes
Stephanie Foster,stephanie.foster@hotmail.com,bronze,109.89,CA,no
Daniela Nunes,lunarwave4468@gmail.com,bronze,109.89,BR,yes
Laetitia Rémy,lremy6872@gmail.com,silver,274.89,FR,no
Rut Svensson,bluetiger7156@icloud.com,silver,274.89,SE,yes
Rosina Bohnbach,rbohnbach5906@gmail.com,silver,274.89,DE,yes
Deborah Mills,deborah.mills@outlook.com,bronze,109.89,DK,yes
Jadwiga Mälzer,jmalzer2904@yahoo.com,silver,249.9,DE,yes
Bernard Hande,bernard.hande@gmail.com,silver,249.9,DE,yes
Agatha Cardoso,agatha.cardoso@gmail.com,silver,249.9,BR,yes
Gianfrancesco Bixio,shadowfox2182@hotmail.com,silver,249.9,IT,yes
Rodney Patel,rodney.patel@gmail.com,silver,249.9,DK,yes
Manuel Taylor,mtaylor6081@yahoo.com,bronze,99.9,US,yes
Nikita Galvin,nikita.galvin@gmail.com,silver,249.9,IE,yes
Rosl Pärtzelt,rpartzelt5647@gmail.com,bronze,99.9,DE,yes
Pedro Miguel Moreira,pedromiguel.moreira@gmail.com,bronze,99.9,BR,yes
Sheree Ennis,sheree.ennis@icloud.com,gold,399.9,IE,yes
Matthew Davis,shadowfox4170@hotmail.com,gold,399.9,DK,yes
Alex Aertsz,alex.aertsz@icloud.com,bronze,99.9,NL,yes
Ximena Villalonga,ximena.villalonga@icloud.com,bronze,99.9,ES,no
Hannah Pittman,hpittman3057@hotmail.com,silver,249.9,US,yes
Lachlan Lancaster,lachlan.lancaster@outlook.com,bronze,99.9,NZ,yes
Julie Howard,julie.howard@gmail.com,bronze,99.9,AU,no
Julia Hartman,julia.hartman@outlook.com,silver,249.9,CA,yes
Giuseppe Turci,giuseppe.turci@icloud.com,bronze,99.9,IT,yes
Raquel Hernández,raquel.hernandez@hotmail.com,bronze,99.9,MX,yes
Andrew Vance,andrew.vance@yahoo.com,gold,399.9,US,yes
Emanuelly Pinto,emanuelly.pinto@hotmail.com,bronze,99.9,BR,yes
Mirko Antonetti,mantonetti4272@outlook.com,bronze,99.9,IT,yes
Fito Villaverde,fito.villaverde@gmail.com,bronze,99.9,AR,yes
Eduardo Ojeda,eduardo.ojeda@hotmail.com,bronze,99.9,MX,no
Hortense Lesage,hortense.lesage@gmail.com,gold,399.9,FR,yes
Amanda Ribeiro,aribeiro635@hotmail.com,silver,249.9,BR,yes
Margaux Weber,zetaone4281@gmail.com,bronze,99.9,FR,yes
Ramiro Alvarado,sparkbyte9636@gmail.com,silver,249.9,MX,yes
Mina Meyer,mina.meyer@hotmail.com,bronze,99.9,DE,yes
Andrea Gillan,zetaone1686@outlook.com,silver,249.9,IE,yes
Luisa Malatesta,luisa.malatesta@icloud.com,silver,249.9,IT,yes
Kristin Olsen,kristin.olsen@outlook.com,bronze,99.9,NO,no
Lewis Greene,lgreene864@hotmail.com,bronze,99.9,IE,yes
Ruth Högberg,rhogberg4859@hotmail.com,bronze,99.9,SE,yes
Éric Lopez,elopez1255@icloud.com,bronze,99.9,FR,yes
Larry Zavala,lzavala8837@yahoo.com,bronze,99.9,AU,no
Asunción Herrero,aherrero7985@gmail.com,bronze,99.9,AR,no
Michael Barnes,michael.barnes@icloud.com,bronze,99.9,US,yes
Jose Carlos Morales,josecarlos.morales@yahoo.com,bronze,99.9,AR,yes
Elise Borman,lunarwave569@gmail.com,bronze,99.9,NL,yes
Caolan McKeon,caolan.mckeon@icloud.com,bronze,99.9,IE,yes
Luisa Antonioni,shadowfox8927@yahoo.com,bronze,99.9,IT,no
Andrés Perea,andres.perea@yahoo.com,bronze,99.9,AR,no
Rosa Vecellio,rosa.vecellio@yahoo.com,silver,249.9,IT,yes
Shelby Miller,smiller4119@gmail.com,bronze,99.9,US,yes
Saturnino Barrera,saturnino.barrera@hotmail.com,bronze,99.9,AR,yes
Gerardo Barreto,gerardo.barreto@gmail.com,bronze,99.9,MX,yes
Eric Wilkerson,eric.wilkerson@hotmail.com,silver,249.9,CA,yes
Chris Mccullough,cmccullough1121@icloud.com,bronze,99.9,CA,no
Thomas Jourdan,thomas.jourdan@gmail.com,bronze,99.9,FR,yes
Zachary Rodriguez,zachary.rodriguez@outlook.com,gold,359.91,CA,no
Dearbhaile Mulkerrin,dmulkerrin3672@hotmail.com,bronze,89.91,IE,no
Leonardo Gutknecht,leonardo.gutknecht@icloud.com,bronze,89.91,DE,yes
Tyler Love,tlove8883@hotmail.com,gold,359.91,US,yes
Matthew Singh,matthew.singh@icloud.com,silver,224.91,US,yes
Allen Hernandez,allen.hernandez@gmail.com,gold,359.91,CA,yes
Chelo Bosch,chelo.bosch@yahoo.com,silver,224.91,ES,yes
Agathe Raymond,agathe.raymond@gmail.com,silver,224.91,FR,no
Alvin Sanchez,asanchez920@outlook.com,bronze,89.91,AU,no
Hayden Bryant,nightfalcon7851@hotmail.com,gold,359.91,NZ,yes
Matthew McCarthy,bluetiger1631@yahoo.com,bronze,89.91,NZ,yes
Allison Sims,shadowfox3261@outlook.com,silver,224.91,US,yes
Michelle Esparza,mesparza1411@icloud.com,bronze,89.91,AU,yes
Isabelle Dircken,lunarwave956@yahoo.com,silver,224.91,NL,yes
Adelaida Arévalo,aarevalo7206@outlook.com,silver,224.91,AR,yes
Steven Lewis,slewis874@icloud.com,bronze,89.91,US,yes
Guadalupe Maestre,gmaestre2609@icloud.com,gold,359.91,ES,yes
Christian Gustafsson,christian.gustafsson@icloud.com,bronze,89.91,SE,yes
Bryan Gallagher,bryan.gallagher@gmail.com,bronze,89.91,IE,yes
Théophile Marie,theophile.marie@hotmail.com,bronze,89.91,FR,yes
Jared Robertson,jared.robertson@yahoo.com,bronze,89.91,US,no
Natasha Howard,lunarwave3570@yahoo.com,gold,359.91,CA,yes
Ashley Blees,ablees7540@outlook.com,bronze,89.91,NL,yes
Jose Carlos Dominguez,shadowfox478@gmail.com,bronze,89.91,AR,yes
Tania Pelayo,tania.pelayo@hotmail.com,bronze,89.91,MX,yes
Flora Palomo,fpalomo8085@gmail.com,gold,359.91,ES,yes
Mereana Eglinton,meglinton4118@outlook.com,gold,359.91,NZ,yes
Caleb Morris,caleb.morris@icloud.com,bronze,89.91,NZ,no
Morris Veltman,morris.veltman@outlook.com,bronze,89.91,NL,yes
Alberto Carballo,acarballo4995@outlook.com,silver,224.91,ES,yes
Ebba Johansson,ejohansson2116@outlook.com,bronze,89.91,SE,yes
Rolando Galván,rgalvan9033@gmail.com,gold,359.91,MX,no
Stacey Jones,stacey.jones@hotmail.com,bronze,89.91,AU,yes
Eloah Costela,shadowfox6388@icloud.com,silver,224.91,BR,yes
Alan Begley,abegley6541@gmail.com,silver,224.91,IE,yes
Chelsea Evans,chelsea.evans@icloud.com,bronze,89.91,NZ,yes
Angela Higgins,angela.higgins@hotmail.com,bronze,89.91,AU,yes
Joanna Thomas,jthomas7258@yahoo.com,gold,359.91,US,yes
Douglas Brown,douglas.brown@outlook.com,silver,224.91,GB,yes
Luigina Canali,lcanali7645@yahoo.com,silver,224.91,IT,no
Kimberly Wright,kimberly.wright@hotmail.com,bronze,79.92,CA,yes
Tia Toomey,ttoomey3582@yahoo.com,bronze,79.92,IE,yes
Bruce Bailey,bruce.bailey@icloud.com,gold,319.92,GB,yes
Amando Lloret,alloret6447@hotmail.com,silver,199.92,ES,yes
Danielle Pearson,dpearson4022@yahoo.com,bronze,79.92,CA,yes
Emma Ravaglioli,emma.ravaglioli@outlook.com,silver,199.92,IT,yes
Shane Doherty,sdoherty6306@outlook.com,silver,199.92,NZ,yes
Patricia Thomas,pthomas2756@yahoo.com,silver,199.92,DK,yes
Rufino Jiménez,rjimenez3099@yahoo.com,bronze,79.92,MX,yes
José Emilio Borrego,joseemilio.borrego@hotmail.com,bronze,79.92,MX,yes
Kirsten Landy,kirsten.landy@outlook.com,bronze,79.92,IE,no
Eliza Kisman,ekisman6659@icloud.com,gold,319.92,NL,yes
Gionata Boitani,gionata.boitani@icloud.com,bronze,79.92,IT,yes
Jennifer Smith,jsmith7645@gmail.com,bronze,79.92,CA,no
Samuel Richards,samuel.richards@gmail.com,bronze,79.92,NZ,yes
Abigail Chapa,lunarwave3293@yahoo.com,silver,199.92,MX,no
Robert Andersson,robert.andersson@icloud.com,bronze,79.92,SE,yes
Robert Cameron,rcameron6211@icloud.com,silver,199.92,NZ,no
Jeffrey Adams,jadams6648@hotmail.com,bronze,79.92,US,yes
Marie Holm,mholm9123@outlook.com,bronze,79.92,NO,no
François Lemaître,francois.lemaitre@yahoo.com,bronze,79.92,FR,yes
Cassie Mcpherson,bluetiger1934@yahoo.com,silver,199.92,DK,yes
Ivar Bøe,lunarwave1631@yahoo.com,bronze,79.92,NO,yes
Gabriel Rosales,grosales2732@icloud.com,bronze,79.92,MX,yes
Luchino Offredi,loffredi6928@yahoo.com,gold,319.92,IT,yes
Casey Green,casey.green@outlook.com,bronze,79.92,IE,yes
Lindsey Janssens,bluetiger9429@hotmail.com,bronze,79.92,NL,yes
Stacey Lopez,slopez3598@gmail.com,bronze,79.92,CA,no
Sandra Egan,segan4515@gmail.com,silver,199.92,IE,yes
Finn Isaksen,fisaksen1950@outlook.com,bronze,79.92,NO,yes
Ricardo Calderón,rcalderon4703@yahoo.com,bronze,79.92,MX,no
Sophia McKenna,smckenna7406@hotmail.com,bronze,79.92,NZ,yes
William Grimes,wgrimes4888@yahoo.com,bronze,79.92,AU,yes
Timothy Griffith,nightfalcon1156@gmail.com,silver,199.92,US,yes
Timothy Bailey,tbailey5805@hotmail.com,silver,199.92,AU,yes
Jonathan Taylor,shadowfox2801@outlook.com,bronze,79.92,CA,yes
William Owens,wowens1193@icloud.com,gold,319.92,DK,yes
William Martin,wmartin2913@outlook.com,bronze,79.92,AU,no
Antonio Cintrón,sparkbyte687@icloud.com,silver,199.92,MX,yes
Manus Lunham,mlunham7617@yahoo.com,bronze,79.92,IE,yes
Tonje Aasen,tonje.aasen@hotmail.com,bronze,79.92,NO,yes
Andrey Wagner,andrey.wagner@gmail.com,silver,199.92,DE,yes
Rosendo Segura,shadowfox1014@gmail.com,silver,199.92,AR,no
Stephen West,stephen.west@outlook.com,bronze,79.92,NZ,yes
William Ochoa,wochoa7295@hotmail.com,bronze,79.92,AU,no
Jérôme Lagarde,jerome.lagarde@gmail.com,bronze,79.92,FR,yes
Aurora Soria,aurora.soria@outlook.com,silver,199.92,MX,yes
Gianmarco Capuana,gcapuana5974@gmail.com,gold,319.92,IT,yes
Rick Mulder,rmulder4210@icloud.com,bronze,79.92,NL,yes
Nicole Walker,nwalker3801@outlook.com,bronze,79.92,AU,yes
Susan Jacquet,sjacquet7090@yahoo.com,silver,199.92,FR,yes
Michael Mcconnell,mmcconnell3994@gmail.com,bronze,79.92,CA,yes
Rolf Jonsson,nightfalcon2557@gmail.com,bronze,79.92,SE,yes
Pauline Bourgeois,lunarwave6638@gmail.com,bronze,79.92,FR,no
Robyn Gilbert,robyn.gilbert@hotmail.com,gold,319.92,AU,yes
Bruno Almeida,bruno.almeida@icloud.com,bronze,79.92,BR,yes
Amancio Cervantes,amancio.cervantes@yahoo.com,bronze,79.92,AR,yes
Karin Magnusson,karin.magnusson@icloud.com,bronze,79.92,SE,yes
Meabh Smullen,zetaone2218@outlook.com,bronze,79.92,IE,no
Felipe Pereira,fpereira9928@yahoo.com,silver,199.92,BR,yes
Timothy Velazquez,timothy.velazquez@yahoo.com,silver,199.92,AU,yes
Sophie da Rocha,sophie.darocha@hotmail.com,silver,174.93,BR,yes
Tania Cordero,tania.cordero@icloud.com,silver,174.93,MX,yes
Juan Carlos Llorente,juancarlos.llorente@hotmail.com,bronze,69.93,ES,no
Freddy Schuchhardt,freddy.schuchhardt@yahoo.com,silver,174.93,DE,no
Jack Stanley,jack.stanley@hotmail.com,bronze,69.93,GB,yes
María Eugenia Zapata,sparkbyte4017@hotmail.com,bronze,69.93,MX,yes
Stewart Hayes,lunarwave3616@yahoo.com,bronze,69.93,IE,yes
Chus Vall,chus.vall@yahoo.com,silver,174.93,ES,yes
Tamara Barajas,tamara.barajas@icloud.com,bronze,69.93,AU,yes
Sindre Moe,smoe5680@gmail.com,bronze,69.93,NO,no
Cynthia Swanson,cynthia.swanson@hotmail.com,bronze,69.93,US,yes
Jos Vigil,jvigil961@outlook.com,silver,174.93,MX,yes
Michael Martinez,mmartinez7167@outlook.com,bronze,69.93,CA,no
Matthew Campbell,mcampbell4133@outlook.com,bronze,69.93,AU,no
Torsten Persson,torsten.persson@outlook.com,gold,279.93,SE,yes
Natalie Orozco,natalie.orozco@hotmail.com,gold,279.93,AU,yes
Zachary Wright,zwright7127@yahoo.com,silver,174.93,CA,yes
Meghan Tucker,nightfalcon4059@outlook.com,silver,174.93,US,yes
Lisa Harris,lharris4038@outlook.com,silver,174.93,GB,yes
Amy Nguyen,amy.nguyen@icloud.com,gold,279.93,CA,yes
Fidel Acedo,fidel.acedo@gmail.com,bronze,69.93,ES,yes
Isaac Freitas,isaac.freitas@icloud.com,bronze,69.93,BR,yes
Birgitta Johansson,birgitta.johansson@hotmail.com,bronze,69.93,SE,no
Luis Marqués,luis.marques@icloud.com,iron,9.98,ES,no
José Manuél de la Garza,jose.manuel.de.la.garza@yandex.com,iron,9.98,MX,yes
Robert Duhamel,robert.duhamel@yandex.com,iron,9.98,FR,yes
Paride Camicione,paride.camicione@gmail.com,iron,9.98,IT,no
Jeffrey Ramsey,jeffrey.ramsey@yahoo.com,iron,9.98,US,yes
Sandalio Miranda,sandalio.miranda@yahoo.com,iron,9.98,CR,yes
Douglas Conley,douglas.conley@icloud.com,iron,9.98,US,yes
Georges Pires,georges.pires@yandex.com,iron,9.98,FR,no
Tijmen Waltrade Walderade,tijmen.waltrade.walderade@gmail.com,iron,9.98,NL,yes
Carmen Almanza,carmen.almanza@gmail.com,iron,9.98,MX,no
Kelly James,kelly.james@yahoo.com,bronze,19.98,US,yes
Gerardo Carreras,gerardo.carreras@hotmail.com,bronze,19.98,GT,yes
Andrew Webster,andrew.webster@yahoo.com,silver,49.98,NZ,yes
Inès Bourgeois,ines.bourgeois@yandex.com,iron,9.98,FR,yes
Shane Johnson,shane.johnson@gmail.com,silver,174.93,CA,yes
Zoe Clifford,zoe.clifford@icloud.com,iron,9.98,NZ,yes
Steven Johnson,steven.johnson@yandex.com,iron,9.98,GB,yes
Marvin Henry,marvin.henry@gmail.com,iron,9.98,US,no
Nick Siering,nick.siering@yahoo.com,bronze,19.98,DE,yes
Francisco Javier Comas,francisco.javier.comas@icloud.com,iron,9.98,CR,yes
Stefani Blümel,stefani.blumel@yandex.com,iron,9.98,DE,yes
Thibaut Ruiz,thibaut.ruiz@gmail.com,bronze,19.98,FR,no
Tobias Drewes,tobias.drewes@hotmail.com,iron,9.98,DE,yes
Jacqueline Potier,jacqueline.potier@protonmail.com,bronze,19.98,FR,yes
Flavia Priuli,flavia.priuli@hotmail.com,iron,9.98,IT,yes
David Tejera,david.tejera@protonmail.com,iron,9.98,CR,yes
Alonso Blanca,alonso.blanca@icloud.com,iron,9.98,GT,yes
Marcela Berríos,marcela.berrios@yahoo.com,silver,49.98,MX,no
Melissa Nelson,melissa.nelson@yandex.com,bronze,19.98,CA,yes
Chris Parker,chris.parker@gmail.com,silver,49.98,CA,yes
Eleuterio Aroca,eleuterio.aroca@yahoo.com,iron,9.98,ES,yes
Brian Gilmore,brian.gilmore@outlook.com,silver,174.93,CA,no
Ruben Osorio,ruben.osorio@protonmail.com,gold,79.98,CR,yes
Cebrián Almeida,cebrian.almeida@gmail.com,iron,9.98,GT,yes
Noa Gracia,noa.gracia@icloud.com,bronze,19.98,PA,no
Noémi Couturier,noemi.couturier@gmail.com,iron,9.98,FR,yes
Brenda Watkins,brenda.watkins@gmail.com,iron,9.98,GB,yes
Michael Pope,michael.pope@yahoo.com,iron,9.98,CA,no
Adolfine Beckmann,adolfine.beckmann@yandex.com,iron,9.98,DE,yes
Martín Rosario,mrosario3671@gmail.com,bronze,69.93,MX,yes
Keith Lopez,keith.lopez@yandex.com,iron,9.98,US,yes
Paula Domingo,paula.domingo@yahoo.com,iron,9.98,ES,yes
Tullio Smirnoff,tullio.smirnoff@yahoo.com,iron,9.98,IT,yes
Gudula Trommler,gudula.trommler@yahoo.com,silver,49.98,DE,no
Cécile Paris,cecile.paris@protonmail.com,iron,9.98,FR,yes
Eleonore Seifert,eseifert3220@yahoo.com,bronze,69.93,DE,yes
Wanda Fields,wanda.fields@icloud.com,bronze,19.98,AU,yes
Heather Kent,heather.kent@gmail.com,iron,9.98,GB,yes
Gerardo Luque,gerardo.luque@hotmail.com,silver,49.98,GT,yes
Iris Wulff,iris.wulff@yahoo.com,iron,9.98,DE,no
Jacques Ruiz,jacques.ruiz@hotmail.com,iron,9.98,FR,yes
Gert Mosemann,gert.mosemann@protonmail.com,bronze,19.98,DE,yes
Eva Ramírez,eva.ramirez@protonmail.com,silver,49.98,PA,yes
Ada Klemt,ada.klemt@hotmail.com,iron,9.98,DE,yes
Sabrina Sölzer,sabrina.solzer@icloud.com,iron,9.98,DE,yes
Nicolás Luque,nicolas.luque@icloud.com,silver,174.93,AR,yes
Marisol Canales,marisol.canales@yahoo.com,silver,174.93,MX,yes
Oscar Baker,shadowfox7144@yahoo.com,silver,174.93,US,yes
Michelle Gill,michelle.gill@hotmail.com,iron,9.98,NZ,yes
Cathy Henderson,cathy.henderson@protonmail.com,iron,9.98,AU,yes
Teresa James,teresa.james@gmail.com,iron,9.98,CA,yes
Margaret Lübs,margaret.lubs@gmail.com,iron,9.98,DE,yes
Mark Rowe,mark.rowe@hotmail.com,iron,9.98,AU,yes
Noémi Sanchez,noemi.sanchez@protonmail.com,silver,49.98,FR,yes
Tessa Room,tessa.room@protonmail.com,silver,49.98,NL,no
August Kroker,august.kroker@gmail.com,bronze,19.98,DE,no
Renata Vianello,renata.vianello@protonmail.com,bronze,19.98,IT,yes
Kevin Hollander,kevin.hollander@hotmail.com,silver,49.98,NL,no
Adelmo Beccaria,adelmo.beccaria@outlook.com,gold,279.93,IT,yes
Lynda Pratt,lynda.pratt@hotmail.com,bronze,69.93,NZ,yes
Jayne Williams,jayne.williams@icloud.com,bronze,19.98,GB,no
Martha Mosemann,martha.mosemann@icloud.com,bronze,19.98,DE,yes
Joris Eckhardt,joris.eckhardt@gmail.com,iron,9.98,NL,yes
Marta Campos,marta.campos@protonmail.com,silver,49.98,GT,yes
Agatha Huhn,agatha.huhn@protonmail.com,iron,9.98,DE,yes
Éléonore Bonneau,eleonore.bonneau@hotmail.com,iron,9.98,FR,yes
Ali Schlosser,ali.schlosser@yahoo.com,iron,9.98,DE,yes
Julie Mathisen,julie.mathisen@hotmail.com,bronze,69.93,NO,no
Renée Verdier,rverdier8011@hotmail.com,silver,174.93,FR,yes
Pascual Sevillano,pascual.sevillano@yahoo.com,bronze,69.93,AR,no
Rossana Iacovelli,rossana.iacovelli@yahoo.com,iron,9.98,IT,yes
David Hernandez,david.hernandez@gmail.com,iron,9.98,CA,yes
Fausto Vargas,fausto.vargas@icloud.com,gold,79.98,CR,yes
Annibale Santoro,annibale.santoro@gmail.com,iron,9.98,IT,yes
Martina Villarosa,martina.villarosa@yahoo.com,iron,9.98,IT,yes
Kimberly Lamb,kimberly.lamb@yandex.com,iron,9.98,AU,yes
Karla Miles,karla.miles@protonmail.com,iron,9.98,CA,no
Patrick Blake,patrick.blake@yahoo.com,iron,9.98,GB,yes
Diamond Olsen,diamond.olsen@hotmail.com,bronze,19.98,US,yes
Sabina Quiroga,sabina.quiroga@icloud.com,iron,9.98,PA,no
Cindy Thomas,cindy.thomas@hotmail.com,iron,9.98,US,yes
Balthasar Köster,balthasar.koster@icloud.com,bronze,19.98,DE,yes
Roger Alvarez,ralvarez3843@outlook.com,silver,174.93,US,yes
Merijn van der Lede,merijn.van.der.lede@gmail.com,bronze,19.98,NL,yes
Georgios Schulz,georgios.schulz@hotmail.com,iron,9.98,DE,yes
Jos Pacheco,jos.pacheco@hotmail.com,gold,79.98,MX,yes
Emilia Gastélum,emilia.gastelum@yandex.com,silver,49.98,MX,yes
Régulo Agullo,regulo.agullo@hotmail.com,iron,9.98,PA,yes
Liliana Armellini,liliana.armellini@protonmail.com,iron,9.98,IT,no
Ursel Schmiedt,ursel.schmiedt@protonmail.com,bronze,19.98,DE,yes
Bianca Esposito,bianca.esposito@hotmail.com,iron,9.98,IT,yes
Amy Warren,amy.warren@yandex.com,iron,9.98,US,yes
Paula Parkes,paula.parkes@icloud.com,iron,9.98,GB,no
Nadine van Duyvenvoorde,nadine.van.duyvenvoorde@hotmail.com,iron,9.98,NL,yes
Kyra van Breugel,kyra.van.breugel@icloud.com,bronze,19.98,NL,yes
Domingo Enríquez,domingo.enriquez@yahoo.com,iron,9.98,GT,yes
Feliciano Infante,feliciano.infante@icloud.com,gold,79.98,GT,yes
Sandalio Sebastián,sandalio.sebastian@yandex.com,iron,9.98,GT,yes
Trinidad Canals,trinidad.canals@hotmail.com,bronze,19.98,CR,yes
Bradley Bell,bradley.bell@hotmail.com,silver,49.98,NZ,yes
Adela Méndez,adela.mendez@icloud.com,silver,49.98,MX,yes
Marisa Salandra,marisa.salandra@hotmail.com,bronze,19.98,IT,yes
Melissa Schulten,melissa.schulten@yahoo.com,iron,9.98,NL,yes
Clara Huerta,clara.huerta@icloud.com,iron,9.98,PA,yes
Rodrigo Guevara,rodrigo.guevara@yahoo.com,iron,9.98,MX,no
Ermes Mascheroni,ermes.mascheroni@yandex.com,bronze,19.98,IT,yes
Patricio Portero,patricio.portero@yandex.com,gold,79.98,GT,yes
Aurora Travia,aurora.travia@yahoo.com,iron,9.98,IT,no
Carly Sanders,carly.sanders@icloud.com,bronze,19.98,GB,no
Carolina da Paz,carolina.dapaz@yahoo.com,gold,279.93,BR,yes
Brooke Smith,bsmith9193@yahoo.com,silver,174.93,CA,yes
Viviana Caro,viviana.caro@protonmail.com,bronze,19.98,PA,no
Shirley Rose,shirley.rose@icloud.com,iron,9.98,GB,no
